Teaching Score,Overall Count,Filtered Count,Journal,Identifier,Date,Author,Overall Rank,ID,Type,Title
    0.030573248407643312,24,3.0,null,000745121-0,1974,Chekhov Anton Pavlovich 1860-1904,28802,1371789,text,The Gull    
    0.7821656050955414,748,3.0,null,000898226-0,1957],Aeschylus,188,1500597,text,Agamemnon    
    0.02038216560509554,16,3.0,null,000852452-1,1979,Fitzpatrick Sheila,46478,1462285,text,Education and Social Mobility in the Soviet Union 1921-1934    
    0.6853503184713375,600,3.0,null,000938735-8,1927],Blake William 1757-1827,285,1533579,text,Songs of Experience    
    0.02038216560509554,16,3.0,null,000897619-8,1951,McLuhan Marshall 1911-1980,46478,1500009,text,The Mechanical Bride : Folklore of Industrial Man    
    0.016560509554140127,13,3.0,null,000978879-4,C1982,Peters F. E. (Francis E.),58799,1566087,text,Children of Abraham : Judaism Christianity Islam    
    0.7707006369426752,720,3.0,null,000992071-4,C1953,Hesiod,201,1577731,text,Theogony    
    0.14777070063694267,116,3.0,null,001218569-8,1950,Rousseau Jean-Jacques 1712-1778,3519,1758970,text,The Social Contract and Discourses    
    0.006369426751592357,5,3.0,null,001006375-7,C1981,Bala Nicholas C.,157398,1589399,text,The Child and the Law    
    0.12101910828025478,95,3.0,null,001390937-1,1988,Proctor Robert 1954,4756,1893466,text,Racial Hygiene : Medicine Under the Nazis    
    0.24968152866242038,196,3.0,null,001348151-7,1988,Esposito John L.,1668,1860903,text,Islam : The Straight Path    
    0.27770700636942675,218,3.0,null,001724490-0,1989,Bauman Zygmunt 1925,1442,2148036,text,Modernity and the Holocaust    
    0.045859872611464965,36,3.0,null,001638237-4,1989,Weindling Paul,17474,2083876,text,Health Race and German Politics Between National Unification and Nazism 1870-1945    
    0.01910828025477707,15,3.0,null,001759314-X,C1989,Kirby Sandra 1949,50133,2174562,text,Experience Research Social Change : Methods From the Margins    
    0.2522292993630573,198,3.0,null,011314166-1,1927,Glaspell Susan 1876-1948,1648,2605776,text,A Jury of Her Peers    
    0.03184713375796178,25,3.0,null,009040590-0,2003,Langbein John H.,27436,3112102,text,The Origins of Adversary Criminal Trial    
    0.35668789808917195,280,3.0,null,001959245-0,C1990,Sedgwick Eve Kosofsky,985,2327870,text,Epistemology of the Closet    
    0.07006369426751592,55,3.0,null,001978702-2,1915,Dryden John 1631-1700,10049,2342570,text,Annus Mirabilis    
    0.4369426751592357,344,3.0,null,011722177-5,C2008,Blake William 1757-1827,685,2903341,text,Songs of Innocence and of Experience    
    0.9031847133757962,1128,3.0,null,011775258-4,1848,Paine Thomas,79,2934858,text,Common Sense    
    0.10318471337579618,81,3.0,null,011802308-X,2008,Kotkin Stephen,5922,2954262,text,Armageddon Averted : The Soviet Collapse 1970-2000    
    0.01910828025477707,15,3.0,null,011189768-8,2008 C1972,Moore Brian 1921-1999,50133,2510451,text,The Luck of Ginger Coffey    
    0.16942675159235668,133,3.0,null,011573041-9,2008,Collins Suzanne,2913,2764705,text,The Hunger Games    
    0.2700636942675159,212,3.0,null,011902046-7,1996],Hopkins Gerard Manley 1844-1889,1495,3028676,text,Pied Beauty    
    0.003821656050955414,3,3.0,null,011908660-3,2008,Kimber Edward 1719-1769,247471,3033252,text,The History of the Life and Adventures of Mr. Anderson    
    0.02038216560509554,16,3.0,null,011911173-X,C2009,Mankoff Jeffrey 1977,46478,3034882,text,Russian Foreign Policy : The Return of Great Power Politics    
    0.008917197452229299,7,3.0,null,011476317-8,2008,Foucault Michel 1926-1984,113397,2700444,text,The Birth of Biopolitics : Lectures at the Coll\u00e8ge De France 1978-79    
    0.011464968152866241,9,3.0,null,011504295-4,2008,Fligstein Neil,87494,2718175,text,Euroclash : The EU European Identity and the Future of Europe    
    0.008917197452229299,7,3.0,null,011523359-8,2008,Felski Rita 1956,113397,2731146,text,Uses of Literature    
    0.6713375796178344,580,3.0,null,011388878-3,C2008,Greene William H. 1951,302,2647778,text,Econometric Analysis    
    0.04713375796178344,37,3.0,null,009548359-4,C2005,Singer P. W. (Peter Warren),16905,3453710,text,Children at War    
    0.12611464968152866,99,3.0,null,009580455-2,1976 [C1960],Aristotle,4474,3475815,text,Posterior Analytics    
    0.005095541401273885,4,3.0,null,009598163-2,C1998,Mayr Suzette,193232,3487827,text,The Widows    
    0.01019108280254777,8,3.0,null,009231764-2,C2003,Harvey Elizabeth,98780,3243089,text,Women and the Nazi East : Agents and Witnesses of Germanization    
    0.1732484076433121,136,3.0,null,009467029-3,C2004,Libby Robert,2825,3401632,text,Financial Accounting    
    0.007643312101910828,6,3.0,null,009512245-1,C2005,Robinson Richard H. 1926,132092,3429456,text,The Buddhist Religions : A Historical Introduction    
    0.011464968152866241,9,3.0,null,009779276-4,C2005,Lower Wendy,87494,3581946,text,Nazi Empire-Building and the Holocaust in Ukraine    
    0.007643312101910828,6,3.0,null,009383337-7,2004,Michaud Eric,132092,3345570,text,The Cult of Art in Nazi Germany    
    0.9643312101910828,1673,3.0,null,006771501-X,1954],Turabian Kate L.,30,5796007,text,A Manual for Writers of Dissertations    
    0.02929936305732484,23,3.0,null,006119422-0,C1995,Kinsley David R.,30399,5242199,text,Ecology and Religion : Ecological Spirituality in Cross-Cultural Perspective    
    0.02165605095541401,17,3.0,null,006449610-4,1879-1896],Mueller Ferdinand Von 1825-1896,43304,5522402,text,Collected Works]    
    0.014012738853503185,11,3.0,null,009885675-8,2006,Gordley James,70700,3650739,text,Foundations of Private Law : Property Tort Contract Unjust Enrichment    
    0.005095541401273885,4,3.0,null,009895387-7,C2006,Turner Dale A. (Dale Antony) 1960,193232,3657139,text,This Is Not a Peace Pipe : Towards a Critical Indigenous Philosophy    
    0.978343949044586,1985,3.0,null,004655838-1,1994,King Martin Luther Jr. 1929-1968,18,4220930,text,Letter From the Birmingham Jail    
    0.025477707006369428,20,3.0,null,009966737-1,2006,Zielonka Jan 1955,35790,3688590,text,Europe as Empire : The Nature of the Enlarged European Union    
    0.01910828025477707,15,3.0,null,009830389-9,2006,Wette Wolfram 1940,50133,3612823,text,The Wehrmacht : History Myth Reality    
    0.03184713375796178,25,3.0,null,009830402-X,2006,Hellbeck Jochen,27436,3612830,text,Revolution on My Mind : Writing a Diary Under Stalin    
    0.012738853503184714,10,3.0,null,013104943-7,2011,Donaldson Sue,78347,4550104,text,Zoopolis : A Political Theory of Animal Rights    
    0.006369426751592357,5,3.0,null,013698638-2,2013,Koenker Diane 1947- Author,157398,4943912,text,Club Red : Vacation Travel and the Soviet Dream    
    0.003821656050955414,3,3.0,null,003390420-0,1993,Stevenson Garth 1943,247471,6330739,text,Ex Uno Plures : Federal-Provincial Relations in Canada 1867-1896    
    0.012738853503184714,10,3.0,null,006934099-4,1996,Shambaugh David L.,78347,5931615,text,China and Europe 1949-1995    
    0.19235668789808918,151,3.0,null,003081396-4,19-?],De Quincey Thomas 1785-1859,2435,6056777,text,Confessions of an Opium Eater    
    0.005095541401273885,4,3.0,null,012528175-7,2010,Epstein Catherine,193232,7092713,text,Model Nazi : Arthur Greiser and the Occupation of Western Poland    
    0.01019108280254777,8,3.0,null,012029101-0,C2009,Steinweis Alan E.,98780,6894280,text,Kristallnacht 1938    
    0.007643312101910828,6,3.0,null,012725819-1,2011,Edele Mark,132092,7215997,text,Stalinist Society 1928-1953    
    0.003821656050955414,3,3.0,null,012730497-5,2011,Wiesen S. Jonathan,247471,7218352,text,Creating the Nazi Marketplace : Commerce and Consumption in the Third Reich    
    0.003821656050955414,3,3.0,null,012830212-7,C2011,Sch\u00f6nle Andreas,247471,7280680,text,Architecture of Oblivion : Ruins and Historical Consciousness in Modern Russia    
    0.003821656050955414,3,3.0,null,003678809-0,1973,Andrews H. T. G.,247471,6587979,text,Family Law in the Family Courts    
    0.006369426751592357,5,3.0,null,012949340-6,2010,Pine Lisa,157398,7329717,text,Education in Nazi Germany    
    0.016560509554140127,13,3.0,null,007545640-0,C1997,Brenner Michael 1964,58799,7779758,text,After the Holocaust : Rebuilding Jewish Lives in Postwar Germany    
    0.017834394904458598,14,3.0,null,007284395-0,1997,Kater Michael H. 1937,54138,7590349,text,The Twisted Muse : Musicians and Their Music in the Third Reich    
    0.03694267515923567,29,3.0,null,007856263-5,C1998,Habermas J\u00fcrgen,22904,8002636,text,The Inclusion of the Other : Studies in Political Theory    
    0.05477707006369427,43,3.0,null,002293107-4,C1994,Malia Martin E. (Martin Edward),13902,8324775,text,The Soviet Tragedy : A History of Socialism in Russia 1917-1991    
    0.4547770700636943,358,3.0,null,002426824-0,1988] C1987,Rousseau Jean-Jacques 1712-1778,637,8429138,text,On the Social Contract    
    0.003821656050955414,3,3.0,null,002692855-8,1991 C1992,Moss Wendy,247471,8641605,text,Aboriginal People : History of Discriminatory Laws    
    0.005095541401273885,4,3.0,null,010147369-9,2007,Reagin Nancy Ruth 1960,193232,8964691,text,Sweeping the German Nation : Domesticity and National Identity in Germany 1870-1945    
    0.017834394904458598,14,3.0,null,010162019-5,2007,Giddens Anthony,54138,8974210,text,Europe in the Global Age    
    0.08917197452229299,70,3.0,null,014393935-1,2013],Origen Author,7236,9896110,text,On First Principles    
    0.014012738853503185,11,3.0,null,010198448-0,2007,Bryant Chad Carl,70700,8987390,text,Prague in Black : Nazi Rule and Czech Nationalism    
    0.012738853503184714,10,3.0,null,010520937-6,2007,Service Robert 1947,78347,9239942,text,Comrades : A World History of Communism    
    0.01019108280254777,8,3.0,null,008864204-6,2002,Roseman Mark,98780,10574151,text,The Wannsee Conference and the Final Solution : A Reconsideration    
    0.07898089171974522,62,3.0,null,008604275-0,2001,Gellately Robert 1943,8530,10395475,text,Backing Hitler : Consent and Coercion in Nazi Germany    
    0.07898089171974522,62,3.0,null,008458873-X,2001,Naimark Norman M.,8530,10296820,text,Fires of Hatred : Ethnic Cleansing in Twentieth-Century Europe    
    0.02038216560509554,16,3.0,null,008764724-9,2001,Kenez Peter,46478,10506337,text,Cinema and Soviet Society From the Revolution to the Death of Stalin    
    0.3719745222929936,292,3.0,null,008281323-X,2000,Smith Zadie,908,10181088,text,White Teeth    
    0.025477707006369428,20,3.0,null,008146024-4,2000,Lewy Guenter 1923,35790,10087387,text,The Nazi Persecution of the Gypsies    
    0.02929936305732484,23,3.0,null,008551655-4,C2001,Weiner Amir 1961,30399,10359224,text,Making Sense of War : The Second World War and the Fate of the Bolshevik Revolution    
    0.005095541401273885,4,3.0,History and Theory,3590725,2006-02-01,Rabinbach Anson,193232,12415920,text,Moments of Totalitarianism    
    0.003821656050955414,3,3.0,The Harvard Theological Review,1509994,1996-01-01,Satlow Michael L.,247471,14017151,text,Try to Be a Man\: The Rabbinic Construction of Masculinity    
    0.015286624203821656,12,3.0,Grand Street,10.2307/25007519,1991-01-01,Morrison Toni,64261,11182431,text,Black Matter(s)    
    0.011464968152866241,9,3.0,Contemporary European History,20081804,2001-11-01,Harvey Elizabeth,87494,11636712,text,We Forgot All Jews and Poles': German Women and the 'Ethnic Struggle' in Nazi-Occupied Poland    
    0.005095541401273885,4,3.0,Contemporary European History,20081150,2003-05-01,Moeller Robert G.,193232,11636774,text,Sinking Ships the Lost Heimat and Broken Taboos: G\u00fcnter Grass and the Politics of Memory in Contemporary Germany    
    0.003821656050955414,3,3.0,Jewish History,20100972,2006-01-01,Bodemann Y. Michal,247471,11410267,text,Between Israel and Germany From the \Alien Asiatic People\ to the New German Jewry    
    0.061146496815286625,48,3.0,Stanford Law Review,10.2307/1228886,1990-02-01,Harris Angela P.,12029,11850672,text,Race and Essentialism in Feminist Legal Theory    
    0.003821656050955414,3,3.0,Tradition: A Journal of Orthodox Jewish Thought,23260954,1993-10-01,Kranzler Gershon,247471,13210348,text,The WOMEN OF WILLIAMSBURG: A Contemporary American Hasidic Community    
    0.012738853503184714,10,3.0,Journal of the American Academy of Religion,1465766,1997-07-01,Loy David R.,78347,13280339,text,The Religion of the Market    
    0.008917197452229299,7,3.0,Past & Present,650599,1979-05-01,Cohn Henry J.,113397,14524531,text,Anticlericalism in the German Peasants' War 1525    
    0.06878980891719745,54,3.0,The Women's Review of Books,20476799,2009-01-01,Collins Patricia Hill,10284,14653784,text,The Practice and the Theory    
    0.01019108280254777,8,3.0,History of Religions,1062872,1991-08-01,Schopen Gregory,98780,14657349,text,Archaeology and Protestant Presuppositions in the Study of Indian Buddhism    
    0.003821656050955414,3,3.0,Central European History,41238388,2011-03-01,Kaminsky Lauren,247471,14193665,text,Utopian Visions of Family Life in the Stalin-Era Soviet Union    
    0.006369426751592357,5,3.0,Central European History,4547031,2001-01-01,Hagen William W.,157398,14193944,text,Murder in the East: German-Jewish Liberal Reactions to Anti-Jewish Violence in Poland and Other East European Lands 1918-1920    
    0.007643312101910828,6,3.0,The Modern Law Review,1095476,1980-09-01,Elliott Mike,132092,15179501,text,A. C. A. S. And Judicial Review    
    0.08662420382165605,68,3.0,Cultural Anthropology,656365,1994-08-01,Clifford James,7503,15002699,text,Diasporas    
    0.03184713375796178,25,3.0,Harvard Law Review,10.2307/1340249,1975-04-01,Dworkin Ronald,27436,15009549,text,Hard Cases    
    0.003821656050955414,3,2.0,null,005563692-6,C1995,Nicaso Antonio,247471,491442,text,Global Mafia : The New World Order of Organized Crime    
    0.062420382165605096,49,2.0,null,005577928-X,1995,Scott John A. 1948,11694,503564,text,Selected Poems    
    0.0535031847133758,42,2.0,null,005381853-9,1995,Jacobs Francis 1951,14348,334832,text,The European Parliament    
    0.04076433121019108,32,2.0,null,005060547-X,1957],Morgenthau Hans Joachim 1904,20236,52333,text,Scientific Man vs. Power Politics    
    0.11719745222929936,92,2.0,null,005091953-9,C1993,Bagehot Walter 1826-1877,4976,79421,text,The English Constitution    
    0.22038216560509555,173,2.0,null,005599758-9,1995,Strinati Dominic,1986,522254,text,An Introduction to Theories of Popular Culture    
    0.5847133757961783,476,2.0,null,005318225-1,1853,Horace,411,279862,text,Odes    
    0.09936305732484077,78,2.0,null,005250015-2,1985,Jones Stephen 1954,6274,219712,text,The Eighteenth Century    
    0.05987261146496815,47,2.0,null,005439934-3,1995,Hughes Langston 1902-1967,12364,384697,text,Not Without Laughter    
    0.19363057324840766,152,2.0,null,005010748-8,1875,Mill John Stuart 1806-1873,2400,8984,text,Considerations on Representative Government    
    0.11210191082802548,88,2.0,null,005995967-3,1970,Marwick Arthur 1936-2006,5257,860008,text,The Nature of History    
    0.2267515923566879,178,2.0,null,000062078-5,1922,Byron George Gordon Byron Baron 1788-1824,1918,912962,text,Manfred    
    0.5503184713375796,443,2.0,null,000195887-9,1982,Pope Alexander 1688-1744,461,966015,text,An Essay on Man    
    0.003821656050955414,3,2.0,null,000204405-6,1982,Arnold Heinz Ludwig 1940,247471,972620,text,Joseph Roth    
    0.050955414012738856,40,2.0,null,005951818-9,1995,Clark Katerina,15301,821872,text,Petersburg Crucible of Cultural Revolution    
    0.04713375796178344,37,2.0,null,000285820-7,1985,Laclau Ernesto,16905,1034251,text,Hegemony & Socialist Strategy : Towards a Radical Democratic Politics    
    0.007643312101910828,6,2.0,null,000289407-6,C1985,Parker George L.,132092,1036909,text,The Beginnings of the Book Trade in Canada    
    0.02165605095541401,17,2.0,null,000298012-6,1985,Segal Howard P.,43304,1043396,text,Technological Utopianism in American Culture    
    0.2445859872611465,192,2.0,null,005815816-2,1612,Jonson Ben 1573?-1637,1719,704193,text,The Alchemist    
    0.045859872611464965,36,2.0,null,005829368-X,1995,Phillips Anne 1950,17474,715979,text,The Politics of Presence    
    0.03184713375796178,25,2.0,null,000336366-X,1975,Charters Ann,27436,1072547,text,Jack Kerouac    
    0.6203821656050955,518,2.0,null,000233868-8,C1983,Tufte Edward R. 1942,363,994934,text,The Visual Display of Quantitative Information    
    0.5923566878980892,484,2.0,null,000520836-X,C1983,Eagleton Terry 1943,401,1201944,text,Literary Theory : An Introduction    
    0.802547770700637,791,2.0,null,000544229-X,1979,Locke John 1632-1704,169,1218090,text,An Essay Concerning Human Understanding    
    0.07770700636942675,61,2.0,null,000492378-2,1983,Nandy Ashis,8726,1182339,text,The Intimate Enemy : Loss and Recovery of Self Under Colonialism    
    0.01019108280254777,8,2.0,null,000502194-4,1985,Jones David P. (David Phillip) 1949,98780,1189304,text,Principles of Administrative Law    
    0.2764331210191083,217,2.0,null,000383579-0,1970,Marx Karl 1818-1883,1450,1108169,text,A Contribution to the Critique of Political Economy    
    0.07261146496815286,57,2.0,null,000398896-1,1968 C1962,Michels Robert 1876-1936,9563,1118790,text,Political Parties : A Sociological Study of the Oligarchical Tendencies of Modern Democracy    
    0.8471337579617835,896,2.0,null,000405341-9,1982,Wiesel Elie 1928,127,1123085,text,Night    
    0.02038216560509554,16,2.0,null,000444900-2,1983,Mendelssohn Moses 1729-1786,46478,1149694,text,Jerusalem Or on Religious Power and Judaism    
    0.007643312101910828,6,2.0,null,000618750-1,1986,Fawcett Brian 1944,132092,1269808,text,Cambodia : A Book for People Who Find Television Too Slow    
    0.007643312101910828,6,2.0,null,000899990-2,1974],Brown Robert Craig,132092,1502272,text,Canada 1896-1921; A Nation Transformed    
    0.014012738853503185,11,2.0,null,000879108-2,1979,Storry Richard 1913-1982,70700,1484230,text,Japan and the Decline of the West in Asia 1894-1943    
    0.01910828025477707,15,2.0,null,000896159-X,1963,Maruyama Masao 1914-1996,50133,1498609,text,Thought and Behaviour in Modern Japanese Politics    
    0.1464968152866242,115,2.0,null,000938541-X,1972,Atwood Margaret 1939,3578,1533397,text,Surfacing    
    0.42165605095541403,332,2.0,null,000748447-X,1975,Shakespeare William 1564-1616,730,1374532,text,Richard II    
    0.1503184713375796,118,2.0,null,000840263-9,1973,Elbow Peter,3439,1452249,text,Writing Without Teachers    
    0.7949044585987262,779,2.0,null,000843477-8,1977,Silko Leslie 1948,175,1454954,text,Ceremony    
    0.1961783439490446,154,2.0,null,000844302-5,1977,Riasanovsky Nicholas Valentine 1923,2356,1455647,text,A History of Russia    
    0.4547770700636943,358,2.0,null,001180376-2,1987,Crystal David 1941,637,1729009,text,The Cambridge Encyclopedia of Language    
    0.045859872611464965,36,2.0,null,001065967-6,1970],Chopin Kate 1850-1904,17474,1636521,text,The Awakening and Other Stories    
    0.22802547770700637,179,2.0,null,001106975-9,C1983,Aristophanes,1901,1670341,text,Wasps    
    0.04203821656050955,33,2.0,null,001109845-7,1941],Eliot T. S. (Thomas Stearns) 1888-1965,19462,1672669,text,The Dry Salvages    
    0.4853503184713376,385,2.0,null,000990776-9,1966 C1958],Williams Raymond,584,1576513,text,Culture and Society 1780-1950    
    0.05987261146496815,47,2.0,null,001231151-0,1897,Du Bois W. E. B. (William Edward Burghardt) 1868-1963,12364,1768913,text,The Conservation of Races    
    0.45095541401273886,355,2.0,null,001153180-0,1947,Durkheim \u00c9mile 1858-1917,648,1707740,text,The Division of Labor in Society    
    0.03184713375796178,25,2.0,null,001467011-9,1987,Hebdige Dick,27436,1953273,text,Cut 'N' Mix : Culture Identity and Caribbean Music    
    0.10573248407643313,83,2.0,null,001481550-8,C1931,London Jack 1876-1916,5705,1964345,text,The Sea Wolf    
    0.06751592356687898,53,2.0,null,001389794-2,C1988,Bailey Beth L. 1957,10536,1892616,text,From Front Porch to Back Seat : Courtship in Twentieth-Century America    
    0.008917197452229299,7,2.0,null,001384104-1,C1988,Ransel David L.,113397,1888475,text,Mothers of Misery : Child Abandonment in Russia    
    0.011464968152866241,9,2.0,null,001320459-9,1988,Lacey Nicola,87494,1840191,text,State Punishment : Political Principles and Community Values    
    0.0025477707006369425,2,2.0,null,001326980-1,1987,Quarrington Paul,336380,1844775,text,King Leary    
    0.43821656050955415,345,2.0,null,001279065-6,1962],Aristophanes,680,1808827,text,The Frogs    
    0.41273885350318473,325,2.0,null,001285368-2,1968,Dickinson Patric 1914-1994,755,1813693,text,Selected Poems    
    0.31210191082802546,245,2.0,null,001291241-7,1982,Fitzpatrick Sheila,1225,1818838,text,The Russian Revolution    
    0.044585987261146494,35,2.0,null,001292068-1,1983,MacLaverty Bernard,18125,1819540,text,Cal    
    0.13248407643312102,104,2.0,null,001294669-9,1803?],Shakespeare William 1564-1616,4147,1821730,text,Hamlet a Tragedy    
    0.014012738853503185,11,2.0,null,001828492-2,C1989,Taylor Ella,70700,2226759,text,Prime-Time Families : Television Culture in Postwar America    
    0.030573248407643312,24,2.0,null,001674327-X,1989,Williams Raymond,28802,2111107,text,The Politics of Modernism : Against the New Conformists    
    0.008917197452229299,7,2.0,null,001868215-4,C1990,Rutherford Paul 1944,113397,2257463,text,When Television Was Young : Primetime Canada 1952-1967    
    0.07770700636942675,61,2.0,null,001961328-8,C1990,Garland David,8726,2329344,text,Punishment and Modern Society : A Study in Social Theory    
    0.07006369426751592,55,2.0,null,001962635-5,1990,Burke Peter 1937,10049,2330524,text,The French Historical Revolution : The Annales School 1929-89    
    0.025477707006369428,20,2.0,null,009029853-5,2002,Bishop Anne 1950,35790,3104881,text,Becoming an Ally : Breaking the Cycle of Oppression    
    0.003821656050955414,3,2.0,null,009063050-5,2003,Edwards Paul M.,247471,3127249,text,The Korean War : A Historical Dictionary    
    0.08662420382165605,68,2.0,null,011345254-3,2007,Peel Edwin,7503,2621694,text,The Law of Contract    
    0.003821656050955414,3,2.0,null,011367058-3,C2007,Dunlap Louise 1938,247471,2633733,text,Undoing the Silence : Six Tools for Social Change Writing    
    0.06496815286624204,51,2.0,null,011811059-4,C2008,Porter Michael E. 1947,11066,2960004,text,On Competition    
    0.003821656050955414,3,2.0,null,011967169-7,C2009,Patry William F.,247471,3062286,text,Moral Panics and the Copyright Wars    
    0.003821656050955414,3,2.0,null,011384707-6,2008,Hoffman Katherine E.,247471,2645492,text,We Share Walls : Language Land and Gender in Berber Morocco    
    0.003821656050955414,3,2.0,null,011450886-0,C2007,Gabriel Mark A.,247471,2683644,text,Culture Clash    
    0.03694267515923567,29,2.0,null,004433260-2,1994,Boym Svetlana 1959-2015,22904,4041724,text,Common Places : Mythologies of Everyday Life in Russia    
    0.003821656050955414,3,2.0,null,009858462-6,2005,Schl\u00f6gel Karl,247471,3631923,text,Moscow    
    0.007643312101910828,6,2.0,null,009861674-9,2006,McLaren Lauren M. 1968,132092,3634124,text,Identity Interests and Attitudes to European Integration    
    0.062420382165605096,49,2.0,null,009879670-4,C2003,Abrams Rhonda M.,11694,3646573,text,The Successful Business Plan : Secrets & Strategies    
    0.003821656050955414,3,2.0,null,009930045-1,2006,Davis Simon 1956,247471,3675471,text,Community Mental Health in Canada : Theory Policy and Practice    
    0.16178343949044585,127,2.0,null,004233881-6,1994,Nietzsche Friedrich Wilhelm 1844-1900,3110,3880157,text,On the Genealogy of Morality    
    0.0929936305732484,73,2.0,null,004504068-0,C1994,Taylor Charles 1931,6849,4097486,text,Multiculturalism : Examining the Politics of Recognition    
    0.007643312101910828,6,2.0,null,004171001-0,null,Bell Daniel 1919-2011,132092,3847070,text,Crime as an American Way of Life    
    0.02929936305732484,23,2.0,null,009804849-X,C1987-<c2006,Moore Alan 1953,30399,3598325,text,Swamp Thing    
    0.0267515923566879,21,2.0,null,009807617-5,2005,Brettler Marc Zvi,33852,3600050,text,How to Read the Bible    
    0.7363057324840764,663,2.0,null,009821676-7,199-?],Lincoln Abraham 1809-1865,235,3606034,text,The Gettysburg Address    
    0.03949044585987261,31,2.0,null,009822747-5,199-?],Poe Edgar Allan 1809-1849,21091,3607044,text,The Oval Portrait    
    0.22038216560509555,173,2.0,null,009823453-6,199-?],Blake William 1757-1827,1986,3607715,text,Songs of Innocence and Songs of Experience    
    0.5834394904458599,475,2.0,null,009824832-4,1995,Crane Stephen 1871-1900,415,3609033,text,The Open Boat    
    0.045859872611464965,36,2.0,null,006150781-4,1995,Trask R. L. (Robert Lawrence) 1944,17474,5268507,text,Language : The Basics    
    0.061146496815286625,48,2.0,null,006435183-1,1911],Rousseau Jean-Jacques 1712-1778,12029,5509576,text,Emile; Or Education    
    0.03184713375796178,25,2.0,null,006546004-9,1926?],Arnold Matthew 1822-1888,27436,5606377,text,The Scholar Gipsy    
    0.02929936305732484,23,2.0,null,006494004-7,C1996,Brenner Michael 1964,30399,5561230,text,The Renaissance of Jewish Culture in Weimar Germany    
    0.10063694267515924,79,2.0,null,006497788-9,1996,Esposito John L.,6151,5564289,text,Islam and Democracy    
    0.5375796178343949,432,2.0,null,009735743-X,2006,Romer David,487,3552566,text,Advanced Macroeconomics    
    0.28280254777070063,222,2.0,null,009179112-X,2003,Kolchin Peter,1405,3206675,text,American Slavery 1619-1877    
    0.22038216560509555,173,2.0,null,009543664-2,2001 C1995,Pullman Philip 1946,1986,3450412,text,The Golden Compass    
    0.02929936305732484,23,2.0,null,009579547-2,1950,Sansom George Bailey Sir 1883-1965,30399,3475201,text,The Western World and Japan    
    0.3414012738853503,268,2.0,null,009323387-6,1987,Burnett Frances Hodgson 1849-1924,1083,3305617,text,The Secret Garden    
    0.01019108280254777,8,2.0,null,009357030-9,2003,Foucault Michel 1926-1984,98780,3327635,text,Society Must Be Defended\ : Lectures at the Coll\u00e8ge De France 1975-76    
    0.033121019108280254,26,2.0,null,009381087-3,C2004,Tishkov Valeri\u012d Aleksandrovich,26155,3344110,text,Chechnya : Life in a War-Torn Society    
    0.012738853503184714,10,2.0,null,009413302-6,2004,Sunderland Willard 1965,78347,3365116,text,Taming the Wild Field : Colonization and Empire on the Russian Steppe    
    0.0267515923566879,21,2.0,null,009419604-4,C2004,Rediker Marcus,33852,3369238,text,Villains of All Nations : Atlantic Pirates in the Golden Age    
    0.2,157,2.0,null,009110010-0,C2003,Whitman Walt 1819-1892,2281,3159266,text,Selected Poems    
    0.007643312101910828,6,2.0,null,009117313-2,2003,Ricci Nino,132092,3164277,text,Testament    
    0.05477707006369427,43,2.0,null,009267233-7,2003,Bowker John 1935,13902,3267336,text,World Religions    
    0.19872611464968154,156,2.0,null,009288272-2,2000] C1993,Butler Octavia E.,2302,3281639,text,Parable of the Sower    
    0.03821656050955414,30,2.0,null,009302627-7,2004,Taylor Charles 1931,21975,3291703,text,Modern Social Imaginaries    
    0.005095541401273885,4,2.0,null,004975984-1,C1995,Hyland James L. 1945,193232,4495060,text,Democratic Theory : The Philosophical Foundations    
    0.007643312101910828,6,2.0,null,013010482-5,C2011,Brandenberger David,132092,4518792,text,Propaganda State in Crisis : Soviet Ideology Indoctrination and Terror Under Stalin 1927-1941    
    0.0980891719745223,77,2.0,null,013380223-X,1974],White Frank M.,6378,4732619,text,Viscous Fluid Flow    
    0.0025477707006369425,2,2.0,null,013975071-1,2014],Horowitz Ben 1966- Author,336380,5120959,text,The Hard Thing About Hard Things : Building a Business When There Are No Easy Answers    
    0.012738853503184714,10,2.0,null,006925510-5,1956,Stevenson Robert Louis 1850-1894,78347,5924281,text,The Beach of Fales\u00e1    
    0.006369426751592357,5,2.0,null,006953595-7,1996,Brooks Stephen 1956,157398,5948147,text,Canadian Democracy : An Introduction    
    0.03184713375796178,25,2.0,null,003428082-0,1971],David Monica,27436,6364578,text,Legal Theory     
    0.16050955414012738,126,2.0,null,003177326-5,C1993,Leach William 1944,3147,6141306,text,Land of Desire : Merchants Power and the Rise of a New American Culture    
    0.003821656050955414,3,2.0,null,012117553-7,2009,Sachedina Abdulaziz Abdulhussein 1942,247471,6951407,text,Islam and the Challenge of Human Rights    
    0.011464968152866241,9,2.0,null,003857050-5,1994 1996,Engel Barbara Alpern,87494,6745615,text,Between the Fields and the City : Women Work and Family in Russia 1861-1914    
    0.0025477707006369425,2,2.0,null,012724533-2,2011,Forcese Craig,336380,7215169,text,The Laws of Government : The Legal Foundations of Canadian Democracy    
    0.3503184713375796,275,2.0,null,003706757-5,1820,Sophocles,1018,6613350,text,Tragedies    
    0.02165605095541401,17,2.0,null,003092884-2,1993,Lieven D. C. B.,43304,6067153,text,Nicholas II : Emperor of All the Russias    
